sample,replicate,sample_label,point_index,height,distance_mm,force_N,strain_percent,stress_mPa
1,1,sample 1 replicate 1,1,1.5999999999999979,0.0,0.0292,0.0,0.1144
1,1,sample 1 replicate 1,2,1.5999999999999979,0.05,0.0417,3.125,0.1634
1,1,sample 1 replicate 1,3,1.5999999999999979,0.1,0.048,6.25,0.1881
1,1,sample 1 replicate 1,4,1.5999999999999979,0.15,0.0543,9.375,0.2128
1,1,sample 1 replicate 1,5,1.5999999999999979,0.2,0.0605,12.5,0.2371
1,1,sample 1 replicate 1,6,1.5999999999999979,0.25,0.0626,15.625,0.2453
1,1,sample 1 replicate 1,7,1.5999999999999979,0.3,0.0647,18.75,0.2535
1,1,sample 1 replicate 1,8,1.5999999999999979,0.35,0.0731,21.875,0.2864
1,1,sample 1 replicate 1,9,1.5999999999999979,0.4,0.0751,25.0,0.2943
1,1,sample 1 replicate 1,10,1.5999999999999979,0.45,0.0793,28.125,0.3107
1,1,sample 1 replicate 1,11,1.5999999999999979,0.5,0.0918,31.25,0.3597
1,1,sample 1 replicate 1,12,1.5999999999999979,0.55,0.0897,34.375,0.3515
1,1,sample 1 replicate 1,13,1.5999999999999979,0.6,0.0918,37.5,0.3597
1,1,sample 1 replicate 1,14,1.5999999999999979,0.65,0.1127,40.625,0.4416
1,1,sample 1 replicate 1,15,1.5999999999999979,0.7,0.1148,43.75,0.4498
1,1,sample 1 replicate 1,16,1.5999999999999979,0.75,0.1252,46.875,0.4906
1,1,sample 1 replicate 1,17,1.5999999999999979,0.8,0.1294,50.0,0.5071
1,1,sample 1 replicate 1,18,1.5999999999999979,0.85,0.1252,53.125,0.4906
1,1,sample 1 replicate 1,19,1.5999999999999979,0.9,0.121,56.25,0.4741
1,1,sample 1 replicate 1,20,1.5999999999999979,0.95,0.1023,59.375,0.4009
1,1,sample 1 replicate 1,21,1.5999999999999979,1.0,0.0856,62.5,0.3354
1,1,sample 1 replicate 1,22,1.5999999999999979,1.05,0.0939,65.625,0.3679
1,1,sample 1 replicate 1,23,1.5999999999999979,1.1,0.1044,68.75,0.4091
1,1,sample 1 replicate 1,24,1.5999999999999979,1.15,0.1294,71.875,0.5071
1,1,sample 1 replicate 1,25,1.5999999999999979,1.2,0.1377,75.0,0.5396
1,1,sample 1 replicate 1,26,1.5999999999999979,1.25,0.1461,78.125,0.5725
1,1,sample 1 replicate 1,27,1.5999999999999979,1.3,0.1711,81.25,0.6705
1,1,sample 1 replicate 1,28,1.5999999999999979,1.35,0.1899,84.375,0.7441
1,1,sample 1 replicate 1,29,1.5999999999999979,1.4,0.192,87.5,0.7524
1,1,sample 1 replicate 1,30,1.5999999999999979,1.45,0.2296,90.625,0.8997
1,1,sample 1 replicate 1,31,1.5999999999999979,1.5,0.3193,93.75,1.2512
1,1,sample 1 replicate 1,32,1.5999999999999979,1.55,0.3673,96.875,1.4393
1,1,sample 1 replicate 1,33,1.5999999999999979,1.6,0.5572,100.0,2.1834
1,1,sample 1 replicate 1,34,1.5999999999999979,1.65,0.7221,103.125,2.8295
1,1,sample 1 replicate 1,35,1.5999999999999979,1.7,0.9392,106.25,3.6803
1,1,sample 1 replicate 1,36,1.5999999999999979,1.75,1.2167,109.375,4.7676
1,1,sample 1 replicate 1,37,1.5999999999999979,1.8,2.014,112.5,7.8918
1,2,sample 1 replicate 2,1,2.150000000000002,0.0,0.0125,0.0,0.049
1,2,sample 1 replicate 2,2,2.150000000000002,0.05,0.048,2.3256,0.1881
1,2,sample 1 replicate 2,3,2.150000000000002,0.1,0.0605,4.6512,0.2371
1,2,sample 1 replicate 2,4,2.150000000000002,0.15,0.0751,6.9767,0.2943
1,2,sample 1 replicate 2,5,2.150000000000002,0.2,0.0877,9.3023,0.3437
1,2,sample 1 replicate 2,6,2.150000000000002,0.25,0.1169,11.6279,0.4581
1,2,sample 1 replicate 2,7,2.150000000000002,0.3,0.1336,13.9535,0.5235
